"","x"
"2499",1
"2500",1
"2501",2
"2502",3
"2503",0
"2504",0
"2505",0
"2506",0
"2507",1
"2508",2
"2509",0
"2510",0
"2511",3
"2512",0
"2513",1
"2514",2
"2515",1
"2516",1
"2517",3
"2518",4
"2519",0
"2520",1
"2521",0
"2522",2
"2523",1
"2524",1
"2525",0
"2526",1
"2527",2
"2528",5
"2529",2
"2530",1
"2531",2
"2532",1
"2533",0
"2534",2
"2535",1
"2536",7
"2537",0
"2538",2
"2539",0
"2540",0
"2541",1
"2542",2
"2543",0
"2544",8
"2545",0
"2546",1
"2547",0
"2548",2
"2549",0
"2550",1
"2551",1
"2552",3
"2553",1
"2554",1
"2555",0
"2556",2
"2557",1
"2558",0
"2559",0
"2560",0
"2561",1
"2562",3
"2563",1
"2564",0
"2565",1
"2566",1
"2567",1
"2568",0
"2569",1
"2570",2
"2571",1
"2572",0
"2573",0
"2574",2
"2575",0
"2576",3
"2577",5
"2578",2
"2579",0
"2580",1
"2581",0
"2582",1
"2583",1
"2584",2
"2585",1
"2586",2
"2587",6
"2588",0
"2589",1
"2590",2
"2591",0
"2592",4
"2593",3
"2594",1
"2595",1
"2596",5
"2597",2
"2598",1
"2599",0
"2600",2
"2601",0
"2602",0
"2603",3
"2604",0
"2605",0
"2606",4
"2607",0
"2608",1
"2609",1
"2610",1
"2611",1
"2612",0
"2613",0
"2614",1
"2615",1
"2616",0
"2617",1
"2618",1
"2619",1
"2620",5
"2621",1
"2622",0
"2623",2
"2624",2
"2625",2
"2626",1
"2627",2
"2628",1
"2629",2
"2630",2
"2631",1
"2632",1
"2633",2
"2634",2
"2635",1
"2636",1
"2637",4
"2638",4
"2639",1
"2640",3
"2641",1
"2642",0
"2643",3
"2644",1
"2645",1
"2646",0
"2647",1
"2648",0
"2649",8
"2650",3
"2651",0
"2652",1
"2653",2
"2654",5
"2655",0
"2656",1
"2657",5
"2658",1
"2659",0
"2660",0
"2661",1
"2662",4
"2663",2
"2664",1
"2665",2
"2666",1
"2667",2
"2668",5
"2669",3
"2670",1
"2671",3
"2672",1
"2673",0
"2674",2
"2675",0
"2676",1
"2677",3
"2678",1
"2679",3
"2680",1
"2681",0
"2682",1
"2683",1
"2684",12
"2685",0
"2686",1
"2687",0
"2688",1
"2689",1
"2690",0
"2691",0
"2692",1
"2693",0
"2694",0
"2695",0
"2696",0
"2697",2
"2698",1
"2699",2
"2700",1
"2701",1
"2702",2
"2703",6
"2704",1
"2705",1
"2706",1
"2707",1
"2708",0
"2709",1
"2710",3
"2711",4
"2712",2
"2713",2
"2714",2
"2715",1
"2716",4
"2717",5
"2718",7
"2719",2
"2720",0
"2721",4
"2722",3
"2723",0
"2724",1
"2725",0
"2726",0
"2727",1
"2728",2
"2729",1
"2730",1
"2731",0
"2732",0
"2733",1
"2734",1
"2735",1
"2736",2
"2737",1
"2738",1
"2739",0
"2740",1
"2741",1
"2742",2
"2743",0
"2744",3
"2745",2
"2746",1
"2747",2
"2748",0
"2749",20
"2750",1
"2751",1
"2752",0
"2753",1
"2754",1
"2755",1
"2756",0
"2757",1
"2758",8
"2759",0
"2760",0
"2761",1
"2762",0
"2763",0
"2764",5
"2765",1
"2766",4
"2767",2
"2768",1
"2769",0
"2770",1
"2771",2
"2772",0
"2773",1
"2774",1
"2775",3
"2776",0
"2777",4
"2778",1
"2779",2
"2780",4
"2781",1
"2782",2
"2783",1
"2784",2
"2785",0
"2786",0
"2787",4
"2788",1
"2789",0
"2790",2
"2791",3
"2792",0
"2793",1
"2794",7
"2795",4
"2796",1
"2797",0
"2798",2
"2799",0
"2800",2
"2801",1
"2802",0
"2803",1
"2804",0
"2805",0
"2806",1
"2807",1
"2808",2
"2809",1
"2810",11
"2811",0
"2812",2
"2813",0
"2814",2
"2815",1
"2816",6
"2817",5
"2818",0
"2819",1
"2820",1
"2821",1
"2822",0
"2823",1
"2824",1
"2825",1
"2826",6
"2827",1
"2828",2
"2829",1
"2830",1
"2831",0
"2832",0
"2833",0
"2834",1
"2835",1
"2836",1
"2837",9
"2838",1
"2839",2
"2840",1
"2841",1
"2842",1
"2843",0
"2844",0
"2845",2
"2846",1
"2847",0
"2848",1
"2849",2
"2850",0
"2851",0
"2852",0
"2853",1
"2854",1
"2855",0
"2856",1
"2857",1
"2858",1
"2859",1
"2860",1
"2861",1
"2862",0
"2863",1
"2864",1
"2865",3
"2866",4
"2867",1
"2868",1
"2869",5
"2870",1
"2871",1
"2872",4
"2873",0
"2874",2
"2875",0
"2876",1
"2877",0
"2878",1
"2879",1
"2880",0
"2881",1
"2882",1
"2883",1
"2884",0
"2885",1
"2886",1
"2887",3
"2888",6
"2889",0
"2890",1
"2891",2
"2892",1
"2893",0
"2894",0
"2895",2
"2896",2
"2897",2
"2898",1
"2899",0
"2900",0
"2901",0
"2902",1
"2903",1
"2904",1
"2905",3
"2906",1
"2907",1
"2908",0
"2909",1
"2910",2
"2911",0
"2912",2
"2913",1
"2914",2
"2915",3
"2916",0
"2917",2
"2918",1
"2919",2
"2920",1
"2921",1
"2922",0
"2923",1
"2924",1
"2925",6
"2926",0
"2927",3
"2928",1
"2929",2
"2930",4
"2931",2
"2932",1
"2933",0
"2934",1
"2935",0
"2936",0
"2937",2
"2938",0
"2939",1
"2940",2
"2941",0
"2942",5
"2943",2
"2944",2
"2945",1
"2946",1
"2947",1
"2948",2
"2949",1
"2950",0
"2951",2
"2952",1
"2953",1
"2954",0
"2955",1
"2956",1
"2957",1
"2958",1
"2959",0
"2960",0
"2961",1
"2962",2
"2963",0
"2964",5
"2965",5
"2966",1
"2967",5
"2968",1
"2969",4
"2970",0
"2971",2
"2972",1
"2973",2
"2974",1
"2975",1
"2976",1
"2977",2
"2978",4
"2979",5
"2980",1
"2981",1
"2982",0
"2983",0
"2984",1
"2985",3
"2986",2
"2987",1
"2988",1
"2989",3
"2990",0
"2991",1
"2992",1
"2993",1
"2994",4
"2995",14
"2996",0
"2997",2
"2998",1
"2999",0
"3000",0
"3001",1
"3002",2
"3003",0
"3004",1
"3005",1
"3006",2
"3007",0
"3008",1
"3009",1
"3010",1
"3011",1
"3012",0
"3013",1
"3014",1
"3015",3
"3016",1
"3017",7
"3018",1
"3019",1
"3020",1
"3021",4
"3022",1
"3023",0
"3024",6
"3025",0
"3026",1
"3027",2
"3028",2
"3029",1
"3030",0
"3031",0
"3032",4
"3033",2
"3034",0
"3035",2
"3036",1
"3037",2
"3038",0
"3039",2
"3040",1
"3041",2
"3042",5
"3043",1
"3044",0
"3045",3
"3046",2
"3047",2
"3048",1
"3049",3
"3050",1
"3051",0
"3052",0
"3053",13
"3054",1
"3055",1
"3056",1
"3057",1
"3058",1
"3059",0
"3060",5
"3061",1
"3062",1
"3063",0
"3064",1
"3065",0
"3066",1
"3067",0
"3068",6
"3069",1
"3070",1
"3071",1
"3072",0
"3073",0
"3074",1
"3075",13
"3076",0
"3077",2
"3078",2
"3079",1
"3080",2
"3081",0
"3082",1
"3083",9
"3084",1
"3085",1
"3086",3
"3087",0
"3088",0
"3089",0
"3090",4
"3091",0
"3092",1
"3093",3
"3094",4
"3095",1
"3096",2
"3097",4
"3098",2
"3099",1
"3100",3
"3101",0
"3102",1
"3103",0
"3104",2
"3105",1
"3106",4
"3107",0
"3108",0
"3109",3
"3110",1
"3111",0
"3112",3
"3113",1
"3114",1
"3115",0
"3116",1
"3117",1
"3118",1
"3119",2
"3120",1
"3121",1
"3122",0
"3123",1
"3124",1
"3125",3
"3126",1
"3127",1
"3128",1
"3129",3
"3130",0
"3131",1
"3132",1
"3133",1
"3134",1
"3135",1
"3136",4
"3137",0
"3138",1
"3139",2
"3140",1
"3141",1
"3142",0
"3143",0
"3144",9
"3145",1
"3146",0
"3147",1
"3148",4
"3149",1
"3150",6
"3151",2
"3152",1
"3153",2
"3154",0
"3155",1
"3156",1
"3157",0
"3158",1
"3159",1
"3160",1
"3161",0
"3162",9
"3163",2
"3164",2
"3165",0
"3166",0
"3167",1
"3168",1
"3169",1
"3170",1
"3171",1
"3172",1
"3173",1
"3174",1
"3175",0
"3176",0
"3177",1
"3178",0
"3179",0
"3180",4
"3181",6
"3182",1
"3183",1
"3184",0
"3185",1
"3186",1
"3187",0
"3188",0
"3189",1
"3190",0
"3191",1
"3192",2
"3193",3
"3194",1
"3195",0
"3196",2
"3197",0
"3198",3
"3199",1
"3200",1
"3201",3
"3202",4
"3203",2
"3204",0
"3205",1
"3206",4
"3207",1
"3208",2
"3209",1
"3210",1
"3211",0
"3212",0
"3213",1
"3214",2
"3215",0
"3216",1
"3217",0
"3218",1
"3219",1
"3220",2
"3221",1
"3222",1
"3223",1
"3224",4
"3225",3
"3226",1
"3227",0
"3228",0
"3229",0
"3230",6
"3231",2
"3232",1
"3233",3
"3234",3
"3235",1
"3236",0
"3237",2
"3238",1
"3239",3
"3240",0
"3241",2
"3242",0
"3243",1
"3244",1
"3245",1
"3246",1
"3247",0
"3248",0
"3249",1
"3250",1
"3251",0
"3252",2
"3253",1
"3254",0
"3255",1
"3256",4
"3257",4
"3258",2
"3259",1
"3260",1
"3261",2
"3262",2
"3263",2
"3264",1
"3265",1
"3266",1
"3267",1
"3268",0
"3269",1
"3270",2
"3271",0
"3272",2
"3273",0
"3274",1
"3275",0
"3276",1
"3277",0
"3278",2
"3279",1
"3280",0
"3281",2
"3282",2
"3283",0
"3284",0
"3285",1
"3286",1
"3287",0
"3288",1
"3289",10
"3290",1
"3291",1
"3292",1
"3293",4
"3294",4
"3295",1
"3296",2
"3297",3
"3298",1
"3299",0
"3300",1
"3301",2
"3302",1
"3303",0
"3304",0
"3305",1
"3306",1
"3307",1
"3308",0
"3309",0
"3310",1
"3311",2
"3312",1
"3313",2
"3314",2
"3315",0
"3316",2
"3317",0
"3318",1
"3319",0
"3320",4
"3321",1
"3322",2
"3323",2
"3324",2
"3325",0
"3326",0
"3327",1
"3328",1
"3329",0
"3330",1
"3331",1
"3332",7
"3333",2
"3334",3
"3335",1
"3336",0
"3337",1
"3338",2
"3339",0
"3340",2
"3341",1
"3342",0
"3343",3
"3344",0
"3345",1
"3346",1
"3347",1
"3348",2
"3349",0
"3350",0
"3351",5
"3352",2
"3353",2
"3354",0
"3355",2
"3356",6
"3357",1
"3358",0
"3359",0
"3360",0
"3361",3
"3362",0
"3363",0
"3364",2
"3365",2
"3366",2
"3367",2
"3368",2
"3369",1
"3370",2
"3371",2
"3372",1
"3373",2
"3374",1
"3375",1
"3376",0
"3377",0
"3378",1
"3379",0
"3380",3
"3381",1
"3382",1
"3383",2
"3384",7
"3385",1
"3386",1
"3387",3
"3388",1
"3389",1
"3390",1
"3391",0
"3392",1
"3393",1
"3394",0
"3395",1
"3396",14
"3397",0
"3398",0
"3399",0
"3400",1
"3401",0
"3402",1
"3403",1
"3404",0
"3405",1
"3406",1
"3407",1
"3408",0
"3409",1
"3410",0
"3411",1
"3412",1
"3413",0
"3414",1
"3415",1
"3416",1
"3417",1
"3418",1
"3419",0
"3420",2
"3421",0
"3422",0
"3423",1
"3424",0
"3425",2
"3426",0
"3427",0
"3428",0
"3429",1
"3430",1
"3431",0
"3432",0
"3433",0
"3434",2
"3435",0
"3436",2
"3437",1
"3438",1
"3439",0
"3440",4
"3441",0
"3442",0
"3443",1
"3444",0
"3445",2
"3446",0
"3447",1
"3448",1
"3449",2
"3450",0
"3451",1
"3452",1
"3453",0
"3454",1
"3455",2
"3456",3
"3457",0
"3458",1
"3459",1
"3460",3
"3461",1
"3462",3
"3463",1
"3464",1
"3465",0
"3466",1
"3467",0
"3468",1
"3469",2
"3470",1
"3471",2
"3472",3
"3473",1
"3474",1
"3475",1
"3476",0
"3477",2
"3478",1
"3479",0
"3480",1
"3481",1
"3482",1
"3483",0
"3484",1
"3485",0
"3486",2
"3487",1
"3488",1
"3489",0
"3490",4
"3491",1
"3492",2
"3493",1
"3494",1
"3495",1
"3496",1
"3497",0
"3498",2
"3499",0
"3500",4
"3501",1
"3502",1
"3503",0
"3504",4
"3505",3
"3506",1
"3507",2
"3508",2
"3509",1
"3510",1
"3511",0
"3512",0
"3513",1
"3514",1
"3515",1
"3516",0
"3517",1
"3518",2
"3519",0
"3520",1
"3521",1
"3522",0
"3523",0
"3524",1
"3525",1
"3526",4
"3527",1
"3528",4
"3529",3
"3530",0
"3531",1
"3532",1
"3533",1
"3534",0
"3535",1
"3536",2
"3537",1
"3538",1
"3539",1
"3540",4
"3541",1
"3542",1
"3543",1
"3544",1
"3545",1
"3546",4
"3547",4
"3548",2
"3549",1
"3550",3
"3551",0
"3552",0
"3553",0
"3554",3
"3555",2
"3556",1
"3557",1
"3558",0
"3559",1
"3560",1
"3561",2
"3562",4
"3563",3
"3564",1
"3565",11
"3566",0
"3567",1
"3568",1
"3569",3
"3570",1
"3571",3
"3572",2
"3573",1
"3574",1
"3575",0
"3576",2
"3577",0
"3578",2
"3579",3
"3580",0
"3581",0
"3582",1
"3583",1
"3584",9
"3585",0
"3586",1
"3587",0
"3588",0
"3589",0
"3590",1
"3591",1
"3592",0
"3593",12
"3594",2
"3595",0
"3596",0
"3597",1
"3598",1
"3599",2
"3600",7
"3601",1
"3602",0
"3603",2
"3604",1
"3605",0
"3606",3
"3607",2
"3608",1
"3609",1
"3610",2
"3611",1
"3612",0
"3613",0
"3614",1
"3615",2
"3616",3
"3617",3
"3618",0
"3619",1
"3620",2
"3621",1
"3622",1
"3623",2
"3624",1
"3625",2
"3626",0
"3627",1
"3628",1
"3629",2
"3630",0
"3631",1
"3632",0
"3633",1
"3634",0
"3635",1
"3636",0
"3637",9
"3638",3
"3639",0
"3640",0
"3641",3
"3642",1
"3643",1
"3644",1
"3645",0
"3646",8
"3647",1
"3648",1
"3649",1
"3650",0
"3651",1
"3652",0
"3653",0
"3654",27
"3655",0
"3656",4
"3657",1
"3658",2
"3659",1
"3660",6
"3661",1
"3662",1
"3663",1
"3664",2
"3665",1
"3666",1
"3667",0
"3668",1
"3669",5
"3670",1
"3671",5
"3672",1
"3673",6
"3674",1
"3675",0
"3676",0
"3677",0
"3678",6
"3679",4
"3680",1
"3681",3
"3682",1
"3683",6
"3684",0
"3685",1
"3686",2
"3687",0
"3688",6
"3689",1
"3690",0
"3691",2
"3692",2
"3693",6
"3694",1
"3695",1
"3696",1
"3697",0
"3698",1
"3699",2
"3700",2
"3701",0
"3702",0
"3703",0
"3704",10
"3705",2
"3706",0
"3707",1
"3708",1
"3709",1
"3710",1
"3711",0
"3712",0
"3713",3
"3714",3
"3715",0
"3716",1
"3717",0
"3718",1
"3719",1
"3720",1
"3721",0
"3722",0
"3723",1
"3724",1
"3725",1
"3726",1
"3727",2
"3728",2
"3729",1
"3730",2
"3731",1
"3732",0
"3733",1
"3734",5
"3735",2
"3736",1
"3737",0
"3738",4
"3739",1
"3740",2
"3741",2
"3742",0
"3743",2
"3744",1
"3745",0
"3746",0
"3747",0
"3748",1
"3749",0
"3750",0
"3751",1
"3752",2
"3753",4
"3754",0
"3755",1
"3756",1
"3757",0
"3758",1
"3759",1
"3760",5
"3761",1
"3762",0
"3763",1
"3764",1
"3765",1
"3766",4
"3767",2
"3768",3
"3769",0
"3770",2
"3771",1
"3772",6
"3773",2
"3774",1
"3775",1
"3776",1
"3777",0
"3778",3
"3779",1
"3780",1
"3781",0
"3782",0
"3783",1
"3784",0
"3785",7
"3786",1
"3787",2
"3788",14
"3789",1
"3790",0
"3791",1
"3792",1
"3793",1
"3794",2
"3795",9
"3796",0
"3797",3
"3798",1
"3799",0
"3800",0
"3801",0
"3802",1
"3803",1
"3804",1
"3805",2
"3806",2
"3807",6
"3808",0
"3809",1
"3810",0
"3811",1
"3812",0
"3813",4
"3814",1
"3815",1
"3816",0
"3817",0
"3818",0
"3819",0
"3820",3
"3821",1
"3822",0
"3823",1
"3824",7
"3825",0
"3826",0
"3827",1
"3828",2
"3829",2
"3830",6
"3831",1
"3832",2
"3833",1
"3834",0
"3835",3
"3836",1
"3837",3
"3838",1
"3839",0
"3840",1
"3841",1
"3842",0
"3843",1
"3844",1
"3845",0
"3846",1
"3847",2
"3848",5
"3849",1
"3850",0
"3851",1
"3852",1
"3853",0
"3854",3
"3855",1
"3856",3
"3857",2
"3858",1
"3859",1
"3860",2
"3861",4
"3862",3
"3863",0
"3864",2
"3865",0
"3866",2
"3867",1
"3868",1
"3869",1
"3870",3
"3871",0
"3872",0
"3873",1
"3874",0
"3875",1
"3876",2
"3877",1
"3878",5
"3879",1
"3880",0
"3881",0
"3882",2
"3883",8
"3884",1
"3885",2
"3886",3
"3887",1
"3888",2
"3889",3
"3890",1
"3891",1
"3892",1
"3893",2
"3894",1
"3895",0
"3896",1
"3897",0
"3898",1
"3899",5
"3900",0
"3901",1
"3902",0
"3903",0
"3904",1
"3905",1
"3906",1
"3907",1
"3908",1
"3909",0
"3910",1
"3911",1
"3912",0
"3913",1
"3914",3
"3915",1
"3916",1
"3917",1
"3918",3
"3919",0
"3920",1
"3921",1
"3922",1
"3923",0
"3924",1
"3925",0
"3926",1
"3927",0
"3928",4
"3929",1
"3930",0
"3931",1
"3932",0
"3933",0
"3934",1
"3935",1
"3936",1
"3937",0
"3938",0
"3939",4
"3940",4
"3941",1
"3942",20
"3943",1
"3944",1
"3945",0
"3946",2
"3947",1
"3948",1
"3949",2
"3950",0
"3951",1
"3952",2
"3953",1
"3954",3
"3955",2
"3956",0
"3957",1
"3958",1
"3959",1
"3960",0
"3961",1
"3962",3
"3963",1
"3964",1
"3965",4
"3966",2
"3967",1
"3968",0
"3969",1
"3970",8
"3971",0
"3972",5
"3973",0
"3974",1
"3975",1
"3976",0
"3977",0
"3978",0
"3979",1
"3980",1
"3981",3
"3982",8
"3983",1
"3984",0
"3985",1
"3986",3
"3987",0
"3988",0
"3989",3
"3990",2
"3991",0
"3992",2
"3993",4
"3994",0
"3995",1
"3996",0
"3997",0
"3998",1
"3999",1
"4000",4
"4001",1
"4002",0
"4003",1
"4004",0
"4005",7
"4006",1
"4007",0
"4008",2
"4009",2
"4010",1
"4011",1
"4012",1
"4013",1
"4014",3
"4015",0
"4016",0
"4017",1
"4018",1
"4019",1
"4020",0
"4021",0
"4022",0
"4023",1
"4024",1
"4025",1
"4026",0
"4027",0
"4028",1
"4029",0
"4030",0
"4031",0
"4032",2
"4033",0
"4034",1
"4035",0
"4036",1
"4037",1
"4038",0
"4039",1
"4040",0
"4041",3
"4042",1
"4043",4
"4044",0
"4045",1
"4046",2
"4047",4
"4048",2
"4049",1
"4050",1
"4051",2
"4052",1
"4053",3
"4054",0
"4055",0
"4056",1
"4057",10
"4058",1
"4059",0
"4060",1
"4061",11
"4062",1
"4063",1
"4064",0
"4065",4
"4066",0
"4067",0
"4068",1
"4069",0
"4070",0
"4071",5
"4072",1
"4073",2
"4074",1
"4075",1
"4076",2
"4077",1
"4078",1
"4079",1
"4080",4
"4081",3
"4082",1
"4083",0
"4084",0
"4085",5
"4086",1
"4087",1
"4088",1
"4089",1
"4090",1
"4091",0
"4092",3
"4093",1
"4094",1
"4095",1
"4096",1
"4097",0
"4098",1
"4099",1
"4100",1
"4101",0
"4102",1
"4103",1
"4104",2
"4105",1
"4106",2
"4107",1
"4108",1
"4109",2
"4110",0
"4111",2
"4112",0
"4113",1
"4114",0
"4115",2
"4116",0
"4117",5
"4118",0
"4119",1
"4120",1
"4121",1
"4122",0
"4123",1
"4124",1
"4125",1
"4126",2
"4127",2
"4128",2
"4129",1
"4130",1
"4131",1
"4132",1
"4133",2
"4134",1
"4135",3
"4136",1
"4137",1
"4138",1
"4139",2
"4140",1
"4141",1
"4142",2
"4143",1
"4144",0
"4145",1
"4146",0
"4147",0
"4148",1
"4149",0
"4150",1
"4151",1
"4152",1
"4153",1
"4154",1
"4155",0
"4156",1
"4157",2
"4158",1
"4159",0
"4160",3
"4161",1
"4162",1
"4163",1
"4164",4
"4165",2
"4166",1
"4167",0
"4168",0
"4169",3
"4170",1
"4171",1
"4172",3
"4173",0
"4174",1
"4175",2
"4176",1
"4177",1
"4178",2
"4179",0
"4180",1
"4181",0
"4182",1
"4183",0
"4184",1
"4185",2
"4186",0
"4187",0
"4188",0
"4189",1
"4190",1
"4191",1
"4192",1
"4193",1
"4194",0
"4195",0
"4196",1
"4197",0
"4198",0
"4199",0
"4200",1
"4201",1
"4202",1
"4203",0
"4204",1
"4205",1
"4206",0
"4207",1
"4208",2
"4209",1
"4210",0
"4211",0
"4212",1
"4213",0
"4214",2
"4215",1
"4216",0
"4217",3
"4218",0
"4219",0
"4220",2
"4221",1
"4222",1
"4223",0
"4224",0
"4225",2
"4226",1
"4227",1
"4228",2
"4229",1
"4230",1
"4231",2
"4232",3
"4233",4
"4234",4
"4235",1
"4236",2
"4237",0
"4238",1
"4239",1
"4240",2
"4241",1
"4242",0
"4243",0
"4244",2
"4245",1
"4246",1
"4247",1
"4248",1
"4249",1
"4250",0
"4251",1
"4252",1
"4253",1
"4254",2
"4255",1
"4256",11
"4257",0
"4258",1
"4259",1
"4260",2
"4261",0
"4262",1
"4263",2
"4264",1
"4265",0
"4266",2
"4267",2
"4268",0
"4269",9
"4270",1
"4271",1
"4272",0
"4273",1
"4274",0
"4275",1
"4276",1
"4277",1
"4278",1
"4279",2
"4280",2
"4281",6
"4282",0
"4283",0
"4284",3
"4285",1
"4286",0
"4287",0
"4288",2
"4289",0
"4290",1
"4291",1
"4292",2
"4293",0
"4294",1
"4295",1
"4296",1
"4297",4
"4298",1
"4299",0
"4300",3
"4301",3
"4302",0
"4303",1
"4304",1
"4305",2
"4306",0
"4307",0
"4308",1
"4309",0
"4310",0
"4311",0
"4312",1
"4313",0
"4314",0
"4315",3
"4316",0
"4317",1
"4318",2
"4319",0
"4320",3
"4321",0
"4322",1
"4323",1
"4324",0
"4325",0
"4326",1
"4327",0
"4328",1
"4329",4
"4330",3
"4331",0
"4332",2
"4333",2
"4334",0
"4335",0
"4336",1
"4337",1
"4338",3
"4339",1
"4340",1
"4341",1
"4342",2
"4343",0
"4344",2
"4345",1
"4346",2
"4347",1
"4348",2
"4349",0
"4350",1
"4351",1
"4352",1
"4353",1
"4354",1
"4355",1
"4356",3
"4357",1
"4358",1
"4359",0
"4360",7
"4361",1
"4362",0
"4363",1
"4364",1
"4365",2
"4366",1
"4367",0
"4368",4
"4369",1
"4370",2
"4371",0
"4372",1
"4373",0
"4374",1
"4375",0
"4376",3
"4377",4
"4378",1
"4379",2
"4380",1
"4381",0
"4382",0
"4383",2
"4384",2
"4385",0
"4386",5
"4387",0
"4388",6
"4389",5
"4390",1
"4391",1
"4392",0
"4393",0
"4394",1
"4395",5
"4396",3
"4397",0
"4398",0
"4399",2
"4400",7
"4401",0
"4402",6
"4403",3
"4404",0
"4405",1
"4406",1
"4407",1
"4408",1
"4409",1
"4410",1
"4411",3
"4412",1
"4413",0
"4414",1
"4415",0
"4416",1
"4417",3
"4418",2
"4419",1
"4420",0
"4421",1
"4422",2
"4423",0
"4424",1
"4425",2
"4426",0
"4427",1
"4428",27
"4429",2
"4430",2
"4431",2
"4432",1
"4433",1
"4434",0
"4435",1
"4436",4
"4437",0
"4438",2
"4439",4
"4440",1
"4441",0
"4442",0
"4443",2
"4444",2
"4445",3
"4446",2
"4447",1
"4448",3
"4449",1
"4450",2
"4451",2
"4452",1
"4453",0
"4454",0
"4455",1
"4456",1
"4457",6
"4458",1
"4459",8
"4460",2
"4461",1
"4462",1
"4463",1
"4464",1
"4465",1
"4466",1
"4467",6
"4468",0
"4469",3
"4470",2
"4471",4
"4472",2
"4473",3
"4474",2
"4475",2
"4476",1
"4477",1
"4478",1
"4479",1
"4480",2
"4481",0
"4482",0
"4483",2
"4484",2
"4485",6
"4486",1
"4487",1
"4488",1
"4489",0
"4490",0
"4491",1
"4492",1
"4493",0
"4494",0
"4495",1
"4496",0
"4497",3
"4498",0
"4499",1
"4500",0
"4501",0
"4502",0
"4503",3
"4504",1
"4505",2
"4506",0
"4507",1
"4508",1
"4509",0
"4510",2
"4511",0
"4512",1
"4513",3
"4514",0
"4515",3
"4516",20
"4517",1
"4518",2
"4519",1
"4520",0
"4521",2
"4522",3
"4523",1
"4524",3
"4525",2
"4526",1
"4527",1
"4528",3
"4529",1
"4530",4
"4531",2
"4532",0
"4533",0
"4534",1
"4535",1
"4536",2
"4537",9
"4538",1
"4539",0
"4540",1
"4541",1
"4542",5
"4543",0
"4544",1
"4545",6
"4546",3
"4547",10
"4548",2
"4549",0
"4550",1
"4551",0
"4552",1
"4553",1
"4554",5
"4555",0
"4556",3
"4557",1
"4558",3
"4559",5
"4560",1
"4561",3
"4562",4
"4563",1
"4564",1
"4565",1
"4566",0
"4567",1
"4568",1
"4569",7
"4570",2
"4571",0
"4572",11
"4573",1
"4574",1
"4575",2
"4576",0
"4577",0
"4578",1
"4579",2
"4580",1
"4581",0
"4582",0
"4583",1
"4584",0
"4585",1
"4586",0
"4587",4
"4588",1
"4589",4
"4590",0
"4591",0
"4592",2
"4593",4
"4594",0
"4595",0
"4596",7
"4597",6
"4598",0
"4599",1
"4600",2
"4601",7
"4602",2
"4603",0
"4604",1
"4605",3
"4606",1
"4607",0
"4608",1
"4609",1
"4610",5
"4611",2
"4612",0
"4613",4
"4614",0
"4615",1
"4616",2
"4617",1
"4618",3
"4619",1
"4620",0
"4621",0
"4622",5
"4623",0
"4624",1
"4625",6
"4626",1
"4627",0
"4628",1
"4629",1
"4630",0
"4631",0
"4632",3
"4633",1
"4634",1
"4635",0
"4636",4
"4637",1
"4638",2
"4639",1
"4640",0
"4641",3
"4642",1
"4643",1
"4644",6
"4645",2
"4646",1
"4647",2
"4648",1
"4649",1
"4650",2
"4651",0
"4652",0
"4653",1
"4654",2
"4655",2
"4656",10
"4657",4
"4658",2
"4659",0
"4660",1
"4661",1
"4662",1
"4663",1
"4664",2
"4665",1
"4666",3
"4667",0
"4668",0
"4669",0
"4670",3
"4671",5
"4672",1
"4673",1
"4674",1
"4675",3
"4676",3
"4677",10
"4678",0
"4679",2
"4680",1
"4681",0
"4682",1
"4683",1
"4684",1
"4685",1
"4686",0
"4687",3
"4688",1
"4689",0
"4690",2
"4691",0
"4692",1
"4693",0
"4694",4
"4695",1
"4696",0
"4697",1
"4698",0
"4699",1
"4700",1
"4701",1
"4702",2
"4703",0
"4704",0
"4705",0
"4706",1
"4707",4
"4708",7
"4709",0
"4710",1
"4711",0
"4712",2
"4713",0
"4714",1
"4715",6
"4716",3
"4717",1
"4718",3
"4719",1
"4720",1
"4721",1
"4722",4
"4723",1
"4724",1
"4725",0
"4726",1
"4727",1
"4728",2
"4729",1
"4730",1
"4731",0
"4732",1
"4733",6
"4734",5
"4735",1
"4736",0
"4737",4
"4738",0
"4739",2
"4740",5
"4741",4
"4742",1
"4743",1
"4744",1
"4745",0
"4746",3
"4747",1
"4748",0
"4749",12
"4750",1
"4751",3
"4752",1
"4753",5
"4754",2
"4755",3
"4756",3
"4757",1
"4758",3
"4759",0
"4760",3
"4761",1
"4762",4
"4763",1
"4764",1
"4765",1
"4766",1
"4767",1
"4768",2
"4769",1
"4770",1
"4771",2
"4772",0
"4773",0
"4774",1
"4775",3
"4776",1
"4777",1
"4778",1
"4779",1
"4780",1
"4781",0
"4782",0
"4783",2
"4784",1
"4785",3
"4786",1
"4787",1
"4788",1
"4789",0
"4790",0
"4791",3
"4792",1
"4793",1
"4794",0
"4795",0
"4796",5
"4797",0
"4798",1
"4799",2
"4800",1
"4801",2
"4802",1
"4803",1
"4804",1
"4805",0
"4806",1
"4807",1
"4808",7
"4809",2
"4810",2
"4811",1
"4812",2
"4813",4
"4814",4
"4815",1
"4816",1
"4817",0
"4818",7
"4819",1
"4820",6
"4821",0
"4822",1
"4823",2
"4824",2
"4825",1
"4826",0
"4827",2
"4828",2
"4829",4
"4830",3
